bac,method,nsnp,beta,se,p_value,ci_lower,ci_upper,odds_ratio,or_ci_lower,or_ci_upper,method_status,method_status_zh,fdr_bh,evidence_status,evidence_status_zh
genus.Prevotella9.id.11183,Inverse variance weighted,13,-0.120834769055594,0.0727360203624417,0.0966575749781683,-0.26339736896598,0.021727830854792,0.886180371916385,0.76843648382326,1.02196559911188,OK,方法成功运行,0.945403083496523,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Odoribacter.id.952,Inverse variance weighted,7,0.198718333468706,0.120303221536143,0.0985728333503484,-0.0370759807421344,0.434512647679546,1.21983832987565,0.963602917302728,1.54421030106359,OK,方法成功运行,0.945403083496523,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Anaerofilum.id.2053,Inverse variance weighted,11,-0.0824062992029137,0.0508037176450818,0.104792099102274,-0.181981585787274,0.0171689873814467,0.920897722664913,0.833616690669477,1.0173172215738,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Streptococcus.id.1853,Inverse variance weighted,13,-0.129524843098497,0.0850199262285428,0.127642524865247,-0.296163898506441,0.0371142123094472,0.878512763166038,0.743665532361149,1.03781154492289,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Desulfovibrionaceae.id.3169,Inverse variance weighted,10,-0.135373814947174,0.0908457864071449,0.136184897234392,-0.313431556305178,0.0426839264108299,0.873389364658544,0.730934405142958,1.04360798579383,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Coprococcus3.id.11303,Inverse variance weighted,8,-0.202250085196958,0.137760600442854,0.142069673234001,-0.472260862064952,0.067760691671036,0.816890610145742,0.623590820509413,1.07010919179207,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Desulfovibrionales.id.3156,Inverse variance weighted,12,-0.11606139674689,0.079568522068588,0.144665714227814,-0.272015700001323,0.0398929065075423,0.890420552693892,0.761842300070825,1.04069931609992,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Prevotellaceae.id.960,Inverse variance weighted,15,0.106564251073809,0.0740974222491135,0.150387504437516,-0.0386666965344533,0.251795198682072,1.11244940021805,0.962071317417673,1.28633256770114,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus..Eubacteriumeligensgroup.id.14372,Inverse variance weighted,8,-0.146429230840821,0.10230377208664,0.152339096362652,-0.346944624130635,0.0540861624489935,0.86378685964154,0.706844469300998,1.05557554921133,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.FamilyXI.id.1936,Inverse variance weighted,7,0.0727740620903909,0.0508523960516888,0.15240607612653,-0.0268966341709191,0.172444758351701,1.07548751606074,0.973461859016178,1.18820618033405,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.959,Inverse variance weighted,10,0.0752172735376226,0.0532237147723086,0.157588532983889,-0.0291012074161024,0.179535754491348,1.07811837203135,0.97131815489119,1.19666168933261,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Holdemania.id.2157,Inverse variance weighted,14,-0.081048682688568,0.0574481028790687,0.158298978250179,-0.193646964331543,0.0315495989544066,0.922148797669112,0.823948736221396,1.03205256305423,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Coprococcus2.id.11302,Inverse variance weighted,8,-0.131219365839533,0.0933903705744675,0.160002508375948,-0.314264492165489,0.0518257604864235,0.877025363882429,0.730325837149617,1.05319221882538,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Allisonella.id.2174,Inverse variance weighted,8,-0.0630110363694787,0.0460631477161983,0.171334839669555,-0.153294805893227,0.0272727331542699,0.93893311121922,0.857876777398834,1.02764803823795,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.unknownfamily.id.1000006161,Inverse variance weighted,12,0.0672946834341578,0.0492186928282049,0.17154424814534,-0.0291739545091239,0.163763321377439,1.06961062827071,0.971247496889136,1.17793548994882,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.1000006162,Inverse variance weighted,12,0.0672946834341578,0.0492186928282049,0.17154424814534,-0.0291739545091239,0.163763321377439,1.06961062827071,0.971247496889136,1.17793548994882,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.NB1n.id.3953,Inverse variance weighted,12,0.0672946834341578,0.0492186928282049,0.17154424814534,-0.0291739545091239,0.163763321377439,1.06961062827071,0.971247496889136,1.17793548994882,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Fusicatenibacter.id.11305,Inverse variance weighted,17,0.101795933112539,0.0766650366460892,0.184243766911354,-0.0484675387137958,0.252059404938874,1.10715751448561,0.95268826429031,1.286672469714,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.BacteroidalesS24.7group.id.11173,Inverse variance weighted,8,-0.0927074329140841,0.0716588424468147,0.195757548209886,-0.233158764109841,0.0477438982816727,0.911460124524062,0.792027817950356,1.04890199532044,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.1000005479,Inverse variance weighted,8,-0.0927074329140841,0.0716588424468147,0.195757548209886,-0.233158764109841,0.0477438982816727,0.911460124524062,0.792027817950356,1.04890199532044,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Clostridiales.id.1863,Inverse variance weighted,13,-0.117509364156266,0.0911333156544787,0.197251180664343,-0.296130662839044,0.0611119345265126,0.889132185734737,0.743690248992171,1.06301789593284,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.LachnospiraceaeFCS020group.id.11314,Inverse variance weighted,12,0.0937934152328382,0.0759001502342315,0.216552463040998,-0.0549708792262555,0.242557709691932,1.098332823648,0.946512710734653,1.27450479832042,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.RikenellaceaeRC9gutgroup.id.11191,Inverse variance weighted,10,-0.0559077102905871,0.0455209586701779,0.219381224673437,-0.145128789284136,0.0333133687029615,0.945626403449373,0.864910894682466,1.03387447238584,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Howardella.id.2000,Inverse variance weighted,10,-0.0580196130274857,0.0478419174844935,0.225230792226382,-0.151789771297093,0.0357505452421215,0.943631439785939,0.859168883716496,1.03639728000939,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Paraprevotella.id.962,Inverse variance weighted,13,-0.0771732529323055,0.0637120747729747,0.225787563958747,-0.202048919487336,0.0477024136227249,0.925729454369586,0.817054957054943,1.04885848288145,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.2755,Inverse variance weighted,12,-0.0808726118189604,0.0671940132925906,0.228756319880363,-0.212572877872438,0.0508276542345172,0.922311175504409,0.808501392313015,1.05214154551633,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus..Eubacteriumxylanophilumgroup.id.14375,Inverse variance weighted,7,-0.131742999980325,0.109903263804469,0.230637689438172,-0.347153397037085,0.0836673970764349,0.876566243675558,0.706696914729969,1.08726720541163,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Peptococcus.id.2037,Inverse variance weighted,12,-0.0660868733619804,0.05585460255721,0.236731967131669,-0.175561894374112,0.0433881476501512,0.936049542988563,0.838985467086016,1.04434317554069,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.ClostridialesvadinBB60group.id.11286,Inverse variance weighted,14,-0.0752983274082001,0.0638349317475525,0.238167808635655,-0.200414793633403,0.0498181388170028,0.927466756298931,0.818391219197248,1.05107992835433,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.1000000073,Inverse variance weighted,14,-0.0752983274082001,0.0638349317475525,0.238167808635655,-0.200414793633403,0.0498181388170028,0.927466756298931,0.818391219197248,1.05107992835433,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.RuminococcaceaeUCG013.id.11370,Inverse variance weighted,11,0.112571282196571,0.0977317618690038,0.249387123505361,-0.0789829710666766,0.304125535459818,1.11915202968453,0.924055659993328,1.3554392010932,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus..Ruminococcustorquesgroup.id.14377,Inverse variance weighted,7,0.137421033589185,0.120331386199236,0.253445071143485,-0.0984284833613188,0.373270550539688,1.14731110335492,0.906260503001677,1.45247725518392,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
class.Erysipelotrichia.id.2147,Inverse variance weighted,12,0.162255514445726,0.143118353056373,0.256913849305855,-0.118256457544765,0.442767486436218,1.17616072898665,0.888468169029403,1.55701026624469,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Erysipelotrichaceae.id.2149,Inverse variance weighted,12,0.162255514445726,0.143118353056373,0.256913849305855,-0.118256457544765,0.442767486436218,1.17616072898665,0.888468169029403,1.55701026624469,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Erysipelotrichales.id.2148,Inverse variance weighted,12,0.162255514445726,0.143118353056373,0.256913849305855,-0.118256457544765,0.442767486436218,1.17616072898665,0.888468169029403,1.55701026624469,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.RuminococcaceaeUCG014.id.11371,Inverse variance weighted,11,-0.117331840139682,0.104297173286134,0.260599109719502,-0.321754299780505,0.0870906195011408,0.889290042062853,0.724876270710633,1.09099554071049,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Actinomycetales.id.420,Inverse variance weighted,3,-0.162007348771771,0.14686153907662,0.269970776081665,-0.449855965361946,0.125841267818403,0.85043495486488,0.637719998776232,1.13410213548878,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Actinomycetaceae.id.421,Inverse variance weighted,3,-0.161683971556391,0.146578212041016,0.27000286089243,-0.448977267156783,0.125609324044,0.850710010623431,0.638280608461845,1.13383911806273,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Rhodospirillales.id.2667,Inverse variance weighted,13,-0.065582681166317,0.0611025024082479,0.283126512936406,-0.185343585886483,0.0541782235538489,0.93652161085936,0.830818777200835,1.05567273113592,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
class.Bacilli.id.1673,Inverse variance weighted,17,-0.0748136395779743,0.0706364700617737,0.289537774505876,-0.213261120899051,0.0636338417431022,0.927916397107559,0.807945138308676,1.06570211168486,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Terrisporobacter.id.11348,Inverse variance weighted,5,0.087773492421094,0.0854320065515214,0.304228576472025,-0.0796732404198879,0.255220225262076,1.09174080645297,0.923418032783152,1.290745844417,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
phylum.Proteobacteria.id.2375,Inverse variance weighted,10,-0.125197430021016,0.126156376392728,0.321003049328006,-0.372463927750763,0.122069067708731,0.882322688400692,0.689034506134036,1.12983213400228,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Sutterella.id.2896,Inverse variance weighted,12,0.0795312584205564,0.080897820694186,0.32555450810768,-0.0790284701400482,0.238090986981161,1.08277940497447,0.924013617273514,1.26882463409608,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Alcaligenaceae.id.2875,Inverse variance weighted,12,0.0887775378412289,0.090347427498735,0.325792597415446,-0.0883034200562916,0.265858495738749,1.09283751428977,0.915483058656479,1.30455044617836,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Lactococcus.id.1851,Inverse variance weighted,6,-0.0608237971164364,0.0627493284101903,0.332388589172764,-0.183812480800409,0.0621648865675366,0.940989030149724,0.832091822390497,1.06413779229112,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.DefluviitaleaceaeUCG011.id.11287,Inverse variance weighted,9,0.0691682514855281,0.0717170147750456,0.334814938187011,-0.0713970974735613,0.209733600444617,1.07161649504844,0.931092084393228,1.23334945244248,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.FamilyXIII.id.1957,Inverse variance weighted,8,0.117959109593907,0.12262212155668,0.336063414848424,-0.122380248657186,0.358298467844999,1.12519810061938,0.884811856007361,1.43089263219245,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.ErysipelotrichaceaeUCG003.id.11384,Inverse variance weighted,15,-0.0664284691612486,0.0699752501828388,0.342461047779321,-0.203579959519613,0.0707230211971155,0.935729847003283,0.815804970341143,1.07328390780292,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Ruminiclostridium5.id.11355,Inverse variance weighted,10,-0.157762720607421,0.166411835012053,0.343116296787889,-0.483929917231046,0.168404476016203,0.854052406964518,0.616356396361598,1.18341517691327,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Ruminococcus2.id.11374,Inverse variance weighted,15,-0.0679912384110504,0.0719881954037889,0.344925640516145,-0.209088101402477,0.0731056245803758,0.934268659219314,0.811323753734063,1.0758441665022,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.LachnospiraceaeNC2004group.id.11316,Inverse variance weighted,9,-0.0699092552197834,0.0747789862220934,0.349850995877608,-0.216476068215087,0.0766575577755198,0.932478433617279,0.805351808198302,1.07967228770067,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Bifidobacteriaceae.id.433,Inverse variance weighted,9,0.0955377547097695,0.102319967655922,0.350450592011495,-0.105009381895837,0.296084891315376,1.10025036088284,0.900316075874998,1.34458429551677,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Bifidobacteriales.id.432,Inverse variance weighted,9,0.0955377547097695,0.102319967655922,0.350450592011495,-0.105009381895837,0.296084891315376,1.10025036088284,0.900316075874998,1.34458429551677,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.unknowngenus.id.2041,Inverse variance weighted,11,-0.0760548558836768,0.0814830186551498,0.350622308521104,-0.23576157244777,0.0836518606804168,0.926765366631813,0.789969001856078,1.08725031332898,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus..Eubacteriumventriosumgroup.id.11341,Inverse variance weighted,14,-0.0822102516827582,0.0888636143263153,0.354899131568108,-0.256382935762336,0.0919624323968197,0.921078280078096,0.773845578900039,1.09632363505589,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Blautia.id.1992,Inverse variance weighted,10,0.08375873059721,0.0907868380381954,0.356222621920035,-0.094183471957653,0.261700933152073,1.08736651388856,0.910115766200375,1.29913795523221,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Lachnospira.id.2004,Inverse variance weighted,6,-0.115900410364295,0.12612933713831,0.358147206128108,-0.363113911155382,0.131313090426792,0.890563909816621,0.695507202957494,1.14032475019002,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
class.Clostridia.id.1859,Inverse variance weighted,12,-0.0984196904373688,0.10774899342231,0.361023618759616,-0.309607717545096,0.112768336670359,0.906268471716393,0.733734731037633,1.11937258532885,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.RuminococcaceaeUCG009.id.11366,Inverse variance weighted,10,-0.091649677501502,0.100808757897141,0.363274118941014,-0.289234842979898,0.105935487976894,0.91242473647595,0.748836325797226,1.11175015294148,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Streptococcaceae.id.1850,Inverse variance weighted,12,-0.0954868618309215,0.105078386144888,0.363497789656075,-0.301440498674903,0.11046677501306,0.90893030325523,0.739751841259952,1.11679924279544,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
phylum.Lentisphaerae.id.2238,Inverse variance weighted,8,-0.0511456259154884,0.0582949873224892,0.380291729855739,-0.165403801067567,0.0631125492365905,0.950140295406808,0.8475513928225,1.06514671393479,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Clostridiaceae1.id.1869,Inverse variance weighted,10,-0.116101488765501,0.132394321575345,0.380520818614125,-0.375594359053178,0.143391381522175,0.890384854652129,0.686880903558751,1.15418143856737,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
class.Lentisphaeria.id.2250,Inverse variance weighted,8,-0.0503853820813058,0.0584753108301809,0.388878919218424,-0.16499699130846,0.0642262271458488,0.950862908354214,0.847896255142368,1.06633360508477,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
order.Victivallales.id.2254,Inverse variance weighted,8,-0.0503853820813058,0.0584753108301809,0.388878919218424,-0.16499699130846,0.0642262271458488,0.950862908354214,0.847896255142368,1.06633360508477,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Dorea.id.1997,Inverse variance weighted,9,-0.0859476818134909,0.101166771845261,0.395567344546975,-0.284234554630202,0.11233919100322,0.917642239342118,0.752590100509657,1.11889231449439,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Anaerotruncus.id.2054,Inverse variance weighted,12,-0.0728779667505539,0.0861992598664013,0.39785444206148,-0.2418285160887,0.0960725825875926,0.929714279157911,0.785190813599374,1.10083896283476,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
family.Bacteroidaceae.id.917,Inverse variance weighted,8,-0.116131359199182,0.137596649852198,0.398670271753618,-0.38582079290949,0.153558074511127,0.890358258867594,0.679892356294571,1.16597549861301,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
genus.Bacteroides.id.918,Inverse variance weighted,8,-0.116131359199182,0.137596649852198,0.398670271753618,-0.38582079290949,0.153558074511127,0.890358258867594,0.679892356294571,1.16597549861301,OK,方法成功运行,0.950966296052451,NO_PRIMARY_EVIDENCE,主分析未见统计学证据（IVW P>=0.05）
